TIME,averageval
-5.172630927835051e-07,0.013132024880761019
-5.121092783505155e-07,0.012715603898743898
-5.069554639175259e-07,0.012392724530328025
-5.01801649484536e-07,0.012078429374898295
-4.966478350515464e-07,0.011639477623513104
-4.914940206185568e-07,0.011076856058347004
-4.86340206185567e-07,0.010594775606048656
-4.811863917525774e-07,0.010038067796507316
-4.760325773195877e-07,0.009629624673170543
-4.7087876288659796e-07,0.009246409279513867
-4.657249484536083e-07,0.008839818476186562
-4.6057113402061857e-07,0.008572085685391313
-4.554173195876289e-07,0.008061816135439513
-4.502635051546392e-07,0.007787873500454699
-4.451096907216495e-07,0.007368263557522292
-4.3995587628865983e-07,0.007133484554823009
-4.3480206185567016e-07,0.006766910688586827
-4.2964824742268043e-07,0.006540557755168659
-4.2449443298969076e-07,0.00632843933311264
-4.193406185567011e-07,0.005958913080333597
-4.1418680412371136e-07,0.005867220179062209
-4.090329896907217e-07,0.005582711745886336
-4.03879175257732e-07,0.005349872636218361
-3.987253608247423e-07,0.005038464108655175
-3.935715463917526e-07,0.004867427436658328
-3.884177319587629e-07,0.0045064923783943445
-3.8326391752577323e-07,0.004285796130914815
-3.7811010309278356e-07,0.004175977101530559
-3.7295628865979383e-07,0.004031260338040778
-3.6780247422680416e-07,0.0038690941901381518
-3.6264865979381444e-07,0.0037530380124061666
-3.5749484536082477e-07,0.0035967545108255214
-3.523410309278351e-07,0.00338084647274587
-3.4718721649484537e-07,0.0031571126212817796
-3.420334020618557e-07,0.002844922285305043
-3.36879587628866e-07,0.0025255169131956773
-3.317257731958763e-07,0.0024706022993153665
-3.2657195876288663e-07,0.0024001300916904056
-3.2141814432989696e-07,0.0025036818088090412
-3.1626432989690723e-07,0.002497015159983254
-3.1111051546391756e-07,0.002333977562365447
-3.059567010309279e-07,0.0021783476560844756
-3.0080288659793817e-07,0.001955331399872806
-2.956490721649485e-07,0.0017162095604707217
-2.904952577319588e-07,0.001439861674427223
-2.853414432989691e-07,0.0013577561758976453
-2.8018762886597943e-07,0.0013255482389637474
-2.7503381443298976e-07,0.0011714969277944465
-2.6988000000000003e-07,0.0013634209183218393
-2.647261855670103e-07,0.0013478839105741103
-2.595723711340207e-07,0.0012604960072993554
-2.5441855670103096e-07,0.0010865393370096815
-2.4926474226804124e-07,0.0010759603897741998
-2.441109278350516e-07,0.0009852001915494346
-2.389571134020619e-07,0.0009482328372900639
-2.338032989690722e-07,0.0009268108254961577
-2.2864948453608253e-07,0.0010216880592929245
-2.2349567010309283e-07,0.0009947240177554384
-2.1834185567010313e-07,0.0007813426236476517
-2.1318804123711343e-07,0.0007591351679178543
-2.0803422680412373e-07,0.0007098555874023998
-2.0288041237113406e-07,0.0005509029625154066
-1.9772659793814437e-07,0.0002705294799565938
-1.9257278350515467e-07,0.00015503169013815488
-1.87418969072165e-07,0.00017136813355153602
-1.822651546391753e-07,0.00019007239266084774
-1.771113402061856e-07,0.0003164226205963905
-1.7195752577319593e-07,0.0004686314749990095
-1.6680371134020623e-07,0.0004420497308714605
-1.6164989690721653e-07,0.00018441280543569916
-1.5649608247422683e-07,9.788324582321595e-05
-1.5134226804123714e-07,-8.403971577070068e-05
-1.4618845360824746e-07,-0.0001229400266340025
-1.4103463917525777e-07,-0.00028436758860075906
-1.3588082474226807e-07,-0.0002828662072762861
-1.307270103092784e-07,-0.00023178237021806436
-1.255731958762887e-07,-0.00021986043260627253
-1.20419381443299e-07,-0.00018235859983221914
-1.1526556701030933e-07,-0.00019130389264786218
-1.1011175257731963e-07,-0.0003406022101783007
-1.0495793814432993e-07,-0.0003562805302682326
-9.980412371134026e-08,-0.00033764532726690555
-9.465030927835056e-08,-0.00015331031987829424
-8.949649484536087e-08,-0.00012618408911162227
-8.434268041237117e-08,2.2901340211947674e-05
-7.918886597938147e-08,-0.00012309857115493095
-7.40350515463918e-08,-7.147484312663988e-05
-6.88812371134021e-08,-0.000340455636285944
-6.37274226804124e-08,-0.00042306364214031444
-5.857360824742273e-08,-0.00045720149285947975
-5.341979381443303e-08,-0.0005086204063808331
-4.8265979381443335e-08,-0.0003313851704132287
-4.311216494845366e-08,-0.00037838396340451885
-3.7958350515463965e-08,-0.00020530550737403452
-3.280453608247424e-08,-6.882325855962768e-05
-2.765072164948457e-08,0.0002701698002939984
-2.2496907216494898e-08,0.0007826642584674304
-1.7343092783505173e-08,0.005962394229695127
-1.2189278350515502e-08,0.026364433740851727
-7.03546391752583e-09,0.06704831745531739
-1.8816494845361056e-09,0.11713151897527588
3.272164948453566e-09,0.15966134144514357
8.425979381443237e-09,0.1851161977270848
1.3579793814432962e-08,0.19466776184722018
1.8733608247422633e-08,0.19320055839896255
2.3887422680412305e-08,0.18666373164772287
2.904123711340203e-08,0.1788827512312774
3.41950515463917e-08,0.1712440406083785
3.934886597938137e-08,0.1640856263238189
