TIME,averageval
-5.172630927835051e-07,0.010441722455894094
-5.121092783505155e-07,0.0100157666226669
-5.069554639175259e-07,0.009703847291058491
-5.01801649484536e-07,0.00949424395549111
-4.966478350515464e-07,0.009211168102208199
-4.914940206185568e-07,0.008933759225377473
-4.86340206185567e-07,0.008477321275142322
-4.811863917525774e-07,0.008022420777947105
-4.760325773195877e-07,0.0076155714772434616
-4.7087876288659796e-07,0.007281230617146105
-4.657249484536083e-07,0.0068902587099209656
-4.6057113402061857e-07,0.0065492038051429904
-4.554173195876289e-07,0.006247839481059288
-4.502635051546392e-07,0.005828025525354122
-4.451096907216495e-07,0.005379576938025578
-4.3995587628865983e-07,0.004979081900671832
-4.3480206185567016e-07,0.004753455746926233
-4.2964824742268043e-07,0.004673139377157916
-4.2449443298969076e-07,0.004619844680923711
-4.193406185567011e-07,0.004517450754403428
-4.1418680412371136e-07,0.004193270706551448
-4.090329896907217e-07,0.0038756626344683826
-4.03879175257732e-07,0.003619918705246812
-3.987253608247423e-07,0.003496487185618423
-3.935715463917526e-07,0.0032007795143402865
-3.884177319587629e-07,0.003019182093513942
-3.8326391752577323e-07,0.002997094146191287
-3.7811010309278356e-07,0.0027593490516218677
-3.7295628865979383e-07,0.0027311436973922396
-3.6780247422680416e-07,0.002496725812185241
-3.6264865979381444e-07,0.0025008845804911084
-3.5749484536082477e-07,0.0022917275163171213
-3.523410309278351e-07,0.002410260949971925
-3.4718721649484537e-07,0.002447903643636763
-3.420334020618557e-07,0.0024409204959392125
-3.36879587628866e-07,0.0023170390777567176
-3.317257731958763e-07,0.0021355682417627045
-3.2657195876288663e-07,0.002053830542400513
-3.2141814432989696e-07,0.001832460847396515
-3.1626432989690723e-07,0.0018261864270820091
-3.1111051546391756e-07,0.0016679012666701368
-3.059567010309279e-07,0.0016460195512127546
-3.0080288659793817e-07,0.001483234222149174
-2.956490721649485e-07,0.0015729839124648745
-2.904952577319588e-07,0.0015273327760743707
-2.853414432989691e-07,0.0014085920093683466
-2.8018762886597943e-07,0.001487279289297927
-2.7503381443298976e-07,0.001449881005654595
-2.6988000000000003e-07,0.0014183206600365608
-2.647261855670103e-07,0.0012217922932163047
-2.595723711340207e-07,0.0011259969905810588
-2.5441855670103096e-07,0.001085172453861659
-2.4926474226804124e-07,0.0009568873015287777
-2.441109278350516e-07,0.0008235572913295741
-2.389571134020619e-07,0.000515537431903558
-2.338032989690722e-07,0.00036203958759337823
-2.2864948453608253e-07,0.0002848910918143363
-2.2349567010309283e-07,0.0005097180321956551
-2.1834185567010313e-07,0.0005542283988361832
-2.1318804123711343e-07,0.0006400356961648174
-2.0803422680412373e-07,0.0005884204222106754
-2.0288041237113406e-07,0.0004841512017740718
-1.9772659793814437e-07,0.0005104335388345579
-1.9257278350515467e-07,0.00026472757274862563
-1.87418969072165e-07,0.00022468607196838436
-1.822651546391753e-07,0.00016979427005900383
-1.771113402061856e-07,0.00020324440707646801
-1.7195752577319593e-07,9.578622148516402e-05
-1.6680371134020623e-07,7.192197648066972e-05
-1.6164989690721653e-07,-2.7864864359045116e-05
-1.5649608247422683e-07,-4.6821985742961925e-05
-1.5134226804123714e-07,-0.00013822004685120487
-1.4618845360824746e-07,-0.00021176010330771489
-1.4103463917525777e-07,-0.0001313331041679841
-1.3588082474226807e-07,-8.173690051428012e-05
-1.307270103092784e-07,9.135909070782239e-05
-1.255731958762887e-07,1.0345623493238087e-06
-1.20419381443299e-07,-2.2581513367050943e-05
-1.1526556701030933e-07,-0.0001951686496456176
-1.1011175257731963e-07,-0.0003869493638710905
-1.0495793814432993e-07,-0.00039055117988300025
-9.980412371134026e-08,-0.0005453648568288436
-9.465030927835056e-08,-0.0005077668754748035
-8.949649484536087e-08,-0.0005415822831745451
-8.434268041237117e-08,-0.0004898641910320231
-7.918886597938147e-08,-0.000516662472065714
-7.40350515463918e-08,-0.00037088770344036875
-6.88812371134021e-08,-0.0004267367634180688
-6.37274226804124e-08,-0.00042980147654714945
-5.857360824742273e-08,-0.0003803083158454776
-5.341979381443303e-08,-0.00045657524415278206
-4.8265979381443335e-08,-0.00043527930445207835
-4.311216494845366e-08,-0.00040879846504406764
-3.7958350515463965e-08,-0.00027300452521138163
-3.280453608247424e-08,-0.0003054968384568965
-2.765072164948457e-08,-0.00025583288815553967
-2.2496907216494898e-08,0.000586807576473572
-1.7343092783505173e-08,0.007044692361481024
-1.2189278350515502e-08,0.028130993777934286
-7.03546391752583e-09,0.06594622263585154
-1.8816494845361056e-09,0.10942299928219565
3.272164948453566e-09,0.14392910043357215
8.425979381443237e-09,0.16491910454134248
1.3579793814432962e-08,0.17278768261211658
1.8733608247422633e-08,0.17170736001207662
2.3887422680412305e-08,0.16614784175811032
2.904123711340203e-08,0.1591102117276782
3.41950515463917e-08,0.15208106480066155
3.934886597938137e-08,0.14538965039159552
4.45026804123711e-08,0.13917678124242294
4.965649484536077e-08,0.13342758691338008
5.481030927835044e-08,0.12799903615442765
5.996412371134016e-08,0.12276577553341683
6.511793814432984e-08,0.11763423467138431
7.027175257731951e-08,0.11276516514704671
7.542556701030923e-08,0.10816215715021342
8.057938144329896e-08,0.10377599111458202
8.573319587628863e-08,0.09956251525283223
9.08870103092783e-08,0.09565324010858953
9.604082474226802e-08,0.09189356139092883
1.011946391752577e-07,0.08857883557631147
1.0634845360824737e-07,0.08526055383395861
1.1150226804123709e-07,0.08216409376993172
1.1665608247422676e-07,0.07914399532452959
1.2180989690721643e-07,0.07615797141077679
1.2696371134020616e-07,0.07340408948105928
1.3211752577319583e-07,0.0707847291401522
1.372713402061855e-07,0.06810049767392654
1.4242515463917523e-07,0.06552317696562523
1.475789690721649e-07,0.06311511324833628
1.5273278350515457e-07,0.06083472691636522
1.578865979381443e-07,0.058598508382607786
1.6304041237113397e-07,0.056211028556741385
1.6819422680412364e-07,0.05376842035443877
1.7334804123711336e-07,0.05148198809611611
1.7850185567010303e-07,0.04911491482216293
1.836556701030927e-07,0.04698161776046261
1.8880948453608243e-07,0.044805797927383324
1.939632989690721e-07,0.04298733723310785
1.9911711340206177e-07,0.04133235665688418
2.042709278350515e-07,0.03992773373472046
2.0942474226804122e-07,0.038468841056741386
2.145785567010309e-07,0.03704757528401623
2.1973237113402056e-07,0.03560081355776383
2.248861855670103e-07,0.0342483164036371
2.3003999999999996e-07,0.033019926770614896
2.3519381443298963e-07,0.03174925953206652
2.4034762886597936e-07,0.030549801982120824
2.4550144329896903e-07,0.029453302265666614
2.506552577319587e-07,0.028489758382607783
2.558090721649484e-07,0.027622946015150196
2.609628865979381e-07,0.026576509322120682
2.6611670103092777e-07,0.025625964481059287
2.712705154639175e-07,0.024686522418887028
2.7642432989690716e-07,0.023945102144275365
2.8157814432989684e-07,0.02312903562038575
2.8673195876288656e-07,0.022356302162526324
2.9188577319587623e-07,0.021376398038406852
2.970395876288659e-07,0.020399278629086658
3.0219340206185563e-07,0.01952602218702519
3.073472164948453e-07,0.018530125808718052
3.1250103092783497e-07,0.01773726597253656
3.176548453608247e-07,0.01679810371654305
3.2280865979381437e-07,0.016156660942921723
3.2796247422680404e-07,0.015436509957425952
3.3311628865979376e-07,0.014807749253014195
3.382701030927835e-07,0.014217243133930087
3.4342391752577316e-07,0.013671202044579618
3.4857773195876283e-07,0.013180083799241106
3.5373154639175255e-07,0.012695012252267428
3.588853608247422e-07,0.012208277935274542
3.640391752577319e-07,0.011726072510669004
3.691929896907216e-07,0.011190215476198653
3.743468041237113e-07,0.010793207277072378
3.7950061855670096e-07,0.010280590248804962
3.846544329896907e-07,0.00979425559755772
3.8980824742268036e-07,0.009309529509368343
3.9496206185567003e-07,0.00885413830918428
4.0011587628865976e-07,0.008386638028884202
4.0526969072164943e-07,0.007888586566636296
4.104235051546391e-07,0.007429938826681429
4.155773195876288e-07,0.006978119100000117
4.207311340206185e-07,0.006533721783773254
4.2588494845360817e-07,0.0060897671854246785
4.310387628865979e-07,0.005823816408368522
4.3619257731958756e-07,0.005543900107959895
4.413463917525773e-07,0.005296276981059285
4.46500206185567e-07,0.004890168105133846
4.5165402061855663e-07,0.004562646560519017
4.5680783505154636e-07,0.004231942899835112
4.619616494845361e-07,0.00403742888567412
4.671154639175257e-07,0.0040110884789543305
4.722692783505154e-07,0.004095414192466944
4.774230927835051e-07,0.004224894701229748
